"region2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
NA,2009,2286368066.66667,240685100,1890176.40766667,7854.19290552285,9.5036102626892,38687174766.6667
NA,2010,2285980033.33333,243757238.333333,1903289.50666667,7808.00819864672,9.37799893205656,40973154800
NA,2011,2285711633.33333,243515978.333333,1897387.406,7791.81120001128,9.38653171031128,43258866433.3333
NA,2012,2346152100,243366333,1961174.81733333,8058.60259819614,9.64046452890942,45605018533.3333
NA,2013,2343600233.33333,243323268.333333,2011724.038,8267.68691449552,9.63165165691056,47948618766.6667
NA,2014,2298468700,243348248.333333,2043779.139,8398.5679764802,9.4452116662323,50247087466.6667
NA,2015,2242929666.66667,243398505,2051316.64,8427.81477962113,9.21507144257744,52490017133.3333
NA,2016,2216364933.33333,243480366.333333,2055398.241,8441.74051190687,9.1028599642731,54706382066.6667
NA,2017,2218673633.33333,243567587.333333,2071894.711,8506.41614587574,9.10904821323158,56925055700
NA,2018,2250698333.33333,243572454.333333,2116464.13566667,8689.31110213588,9.24040460125234,59175754033.3333
NA,2019,2267444500,243416368,2173141.10966667,8927.8394883504,9.31511241444477,61443198533.3333
NA,2020,2238928333.33333,243036291.666667,2189941.933,9010.70747477584,9.21194161050982,63682126866.6667
NA,2021,2223942366.66667,242314663,2225291.88733333,9183.94306351496,9.1780352640977,65906069233.3333
NA,2022,2174823566.66667,240265672.333333,2226823.83633333,9269.73042481655,9.05130637369915,68080892800
